# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
7549,0,5367.96729,15039.7129
7550,0,5367.96826,15041.8047
7551,0,5367.96924,15043.8945
7552,0,5367.97021,15045.9805
7553,0,5367.97119,15048.0625
7554,116,5367.97217,15050.1377
7555,127,5367.97266,15051.7842
7556,136,5367.97314,15053.3711
7557,167,5367.97363,15054.9092
7558,186,5367.97412,15056.2734
7559,198,5367.97412,15057.5283
7560,182,5367.97412,15058.71
7561,175,5367.97461,15059.9834
7562,175,5367.9751,15061.2969
7563,185,5367.97559,15062.6045
7564,203,5367.97559,15063.8574
7565,214,5367.97559,15065.0029
7566,207,5367.97559,15066.083
7567,186,5367.97559,15067.2031
7568,169,5367.97559,15068.4443
7569,169,5367.97607,15069.7783
7570,186,5367.97656,15071.1133
7571,172,5367.97656,15072.3486
7572,161,5367.97705,15073.6611
7573,144,5367.97754,15075.0361
7574,139,5367.97803,15076.499
7575,151,5367.97852,15077.9873
7576,194,5367.979,15079.4111
7577,212,5367.979,15080.5928
7578,210,5367.979,15081.667
7579,185,5367.979,15082.7529
7580,172,5367.979,15083.9805
7581,187,5367.979,15085.2803
7582,196,5367.979,15086.4932
7583,193,5367.979,15087.6533
7584,168,5367.979,15088.8281
7585,135,5367.97949,15090.1445
7586,158,5367.97998,15091.6338
7587,214,5367.98047,15093
7588,239,5367.98047,15094.0508
7589,237,5367.98047,15094.9629
7590,209,5367.98047,15095.8857
7591,159,5367.98047,15096.9609
7592,126,5367.98096,15098.3154
7593,121,5367.98145,15099.8359
7594,121,5367.98193,15101.3555
7595,20,5367.98242,15102.8955
7596,0,5367.98291,15104.8184
7597,0,5367.9834,15106.7822
7598,0,5367.98389,15108.7461
7599,0,5367.98438,15110.7021
7600,0,5367.98486,15112.6562
7601,0,5367.98535,15114.6084
7602,0,5367.98584,15116.5508
7603,0,5367.98633,15118.4971
7604,0,5367.98682,15120.4346
7605,12,5367.9873,15122.3721
7606,103,5367.98779,15124.2725
7607,208,5367.98828,15125.8604
7608,92,5367.98828,15126.9111
7609,244,5367.98877,15128.5391
7610,240,5367.98877,15129.3945
7611,220,5367.98877,15130.2695
7612,227,5367.98877,15131.25
7613,233,5367.98877,15132.1914
7614,211,5367.98877,15133.1006
7615,174,5367.98877,15134.1279
7616,150,5367.98877,15135.3525
7617,148,5367.98877,15136.7002
7618,135,5367.98877,15138.0566
7619,139,5367.98877,15139.4736
7620,143,5367.98877,15140.8711
7621,130,5367.98877,15142.248
7622,135,5367.98877,15143.6826
7623,144,5367.98877,15145.0947
7624,156,5367.98877,15146.458
7625,157,5367.98877,15147.7617
7626,183,5367.98877,15149.0557
7627,202,5367.98877,15150.2139
7628,213,5367.98877,15151.2695
7629,239,5367.98877,15152.2656
7630,235,5367.98877,15153.126
7631,174,5367.98877,15154.0049
7632,136,5367.98877,15155.2041
7633,119,5367.98877,15156.5938
7634,127,5367.98877,15158.0596
7635,150,5367.98877,15159.4863
7636,153,5367.98877,15160.7998
7637,159,5367.98877,15162.0977
7638,172,5367.98877,15163.3633
7639,175,5367.98877,15164.5625
7640,163,5367.98877,15165.7432
7641,172,5367.98877,15166.9834
7642,201,5367.98877,15168.1758
7643,201,5367.98877,15169.3662
7644,210,5367.98877,15170.4082
7645,166,5367.98877,15171.4004
7646,138,5367.98877,15172.6182
7647,143,5367.98877,15173.9707
7648,145,5367.98877,15175.2988
7649,144,5367.98877,15176.6162
7650,164,5367.98877,15177.9355
7651,178,5367.98877,15179.1553
7652,163,5367.98877,15180.3027
7653,146,5367.98877,15181.5244
7654,151,5367.98877,15182.8262
7655,164,5367.98877,15184.1035
7656,190,5367.98877,15185.3154
7657,214,5367.98877,15186.3936
7658,194,5367.98877,15187.3486
7659,186,5367.98877,15188.4043
7660,213,5367.98877,15189.498
7661,237,5367.98877,15190.4541
7662,206,5367.98877,15191.29
7663,149,5367.98877,15192.2793
7664,153,5367.98877,15193.5527
7665,191,5367.98877,15194.8066
7666,204,5367.98877,15195.8682
7667,191,5367.98877,15196.8633
7668,181,5367.98877,15197.9229
7669,183,5367.98877,15199.0322
7670,208,5367.98877,15200.1309
7671,216,5367.98877,15201.1006
7672,225,5367.98877,15202.0293
7673,238,5367.98877,15202.9131
7674,239,5367.98877,15203.7324
7675,188,5367.98877,15204.5449
7676,135,5367.98877,15205.6123
7677,101,5367.98877,15206.9316
7678,100,5367.98877,15208.3906
7679,112,5367.98877,15209.8555
7680,122,5367.98877,15211.2695
7681,126,5367.98877,15212.6377
7682,127,5367.98877,15213.9863
7683,137,5367.98877,15215.3271
7684,170,5367.98877,15216.625
7685,228,5367.98877,15217.7637
7686,216,5367.98877,15218.6172
7687,186,5367.98877,15219.5293
7688,154,5367.98877,15220.5859
7689,179,5367.98877,15221.7969
7690,187,5367.98877,15222.8867
7691,173,5367.98877,15223.9365
7692,170,5367.98877,15225.0518
7693,187,5367.98877,15226.1807
7694,201,5367.98877,15227.2266
7695,186,5367.98877,15228.2012
7696,195,5367.98877,15229.249
7697,213,5367.98877,15230.2529
7698,209,5367.98877,15231.167
7699,208,5367.98877,15232.0986
7700,213,5367.98877,15233.0352
7701,220,5367.98877,15233.9453
7702,211,5367.98877,15234.8213
7703,187,5367.98877,15235.7402
7704,151,5367.98877,15236.7744
7705,122,5367.98877,15237.9775
7706,114,5367.98877,15239.3047
7707,120,5367.98877,15240.6611
7708,145,5367.98877,15241.9941
7709,179,5367.98877,15243.2148
7710,213,5367.98877,15244.2793
7711,229,5367.98877,15245.1777
7712,234,5367.98877,15246
7713,206,5367.98877,15246.7988
7714,173,5367.98877,15247.7275
7715,178,5367.98877,15248.8145
7716,206,5367.98877,15249.874
7717,213,5367.98877,15250.8008
7718,198,5367.98877,15251.6934
7719,163,5367.98877,15252.6562
7720,143,5367.98877,15253.7832
7721,153,5367.98877,15254.9961
7722,197,5367.98877,15256.1641
7723,231,5367.98877,15257.126
7724,216,5367.98877,15257.9287
7725,171,5367.98877,15258.7998
7726,166,5367.98877,15259.8789
7727,168,5367.98877,15260.9824
7728,169,5367.98877,15262.0742
7729,164,5367.98877,15263.1611
7730,149,5367.98877,15264.2676
7731,134,5367.98877,15265.4414
7732,146,5367.98877,15266.6768
7733,156,5367.98877,15267.8584
7734,140,5367.98877,15268.9951
7735,131,5367.98877,15270.2002
7736,152,5367.98877,15271.4424
7737,187,5367.98877,15272.5918
7738,213,5367.98877,15273.5811
7739,203,5367.98877,15274.4502
7740,179,5367.98877,15275.3643
7741,136,5367.98877,15276.3877
7742,141,5367.98877,15277.5977
7743,144,5367.98877,15278.7861
7744,172,5367.98877,15279.96
7745,193,5367.98877,15281.0098
7746,197,5367.98877,15281.9619
7747,171,5367.98877,15282.8955
7748,182,5367.98877,15283.9443
7749,194,5367.98877,15284.9434
7750,176,5367.98877,15285.8867
7751,148,5367.98877,15286.9121
7752,175,5367.98877,15288.0566
7753,208,5367.98877,15289.082
7754,203,5367.98877,15289.957
7755,182,5367.98877,15290.8535
7756,165,5367.98877,15291.8447
7757,151,5367.98877,15292.9102
7758,142,5367.98877,15294.0332
7759,153,5367.98877,15295.1953
7760,191,5367.98877,15296.3096
7761,236,5367.98877,15297.2529
7762,231,5367.98877,15297.9941
7763,213,5367.98877,15298.7559
7764,206,5367.98877,15299.5986
7765,177,5367.98877,15300.4707
7766,151,5367.98877,15301.4707
7767,150,5367.98877,15302.585
7768,150,5367.98877,15303.6992
7769,164,5367.98877,15304.8145
7770,180,5367.98877,15305.8672
7771,167,5367.98877,15306.8486
7772,153,5367.98877,15307.8857
7773,186,5367.98877,15308.9814
7774,214,5367.98877,15309.9316
7775,233,5367.98877,15310.7578
7776,197,5367.98877,15311.5
7777,169,5367.98877,15312.4004
7778,203,5367.98877,15313.4209
7779,201,5367.98877,15314.292
7780,174,5367.98877,15315.1709
7781,171,5367.98877,15316.168
7782,183,5367.98877,15317.1758
7783,209,5367.98877,15318.1289
7784,244,5367.98877,15318.9678
7785,215,5367.98877,15319.6553
7786,173,5367.98877,15320.4678
7787,177,5367.98877,15321.4609
7788,159,5367.98877,15322.4346
7789,137,5367.98877,15323.4863
7790,156,5367.98877,15324.625
7791,270,5367.98877,15325.6846
7792,205,5321.23535,15304.1719
7793,179,5321.55713,15305.0439
7794,146,5322.04297,15306.0312
7795,127,5322.73193,15307.1582
7796,256,5323.5293,15308.3604
7797,243,5291.55518,15287.2422
7798,236,5291.68115,15287.9619
7799,216,5291.88086,15288.7129
7800,199,5292.28906,15289.5518
7801,179,5292.87207,15290.4668
7802,166,5293.65723,15291.4717
7803,151,5294.56592,15292.5322
7804,147,5295.61719,15293.6582
7805,153,5296.69092,15294.7979
7806,164,5297.69092,15295.9111
7807,179,5298.57178,15296.9766
7808,185,5299.29736,15297.9736
7809,180,5299.9585,15298.9424
7810,165,5300.65967,15299.9316
7811,183,5301.49414,15300.9873
7812,216,5302.15186,15301.96
7813,214,5302.50488,15302.7852
7814,191,5302.87402,15303.6182
7815,161,5303.44775,15304.5547
7816,148,5304.28223,15305.6201
7817,169,5305.21924,15306.7383
7818,169,5306.14355,15307.8564
7819,211,5306.87598,15308.8848
7820,200,5307.24609,15309.7246
7821,152,5307.70557,15310.6123
7822,145,5308.56104,15311.709
7823,172,5309.46094,15312.832
7824,175,5310.12891,15313.8389
7825,178,5310.76611,15314.832
7826,194,5311.37305,15315.8115
7827,210,5311.84814,15316.7188
7828,193,5312.1958,15317.5547
7829,161,5312.67236,15318.4658
7830,146,5313.38818,15319.5127
7831,151,5314.20752,15320.6211
7832,145,5314.97705,15321.7061
7833,130,5315.78076,15322.8164
7834,131,5316.67871,15323.9824
7835,141,5317.55469,15325.1436
7836,164,5318.3457,15326.2627
7837,177,5318.96924,15327.2891
7838,189,5319.49512,15328.2559
7839,214,5319.93652,15329.1719
7840,206,5320.20801,15329.9775
7841,187,5320.53027,15330.8174
7842,140,5320.97461,15331.7373
7843,143,5321.71924,15332.8516
7844,164,5322.43408,15333.9541
7845,198,5323.00537,15334.9678
7846,182,5323.3584,15335.835
7847,158,5323.80762,15336.7715
7848,13,5324.39795,15337.8066
7849,0,5325.85156,15339.29
7850,0,5327.33105,15340.793
7851,0,5328.75977,15342.2949
7852,0,5330.13867,15343.7939
7853,0,5331.46924,15345.29
7854,0,5332.75146,15346.7812
7855,0,5333.99121,15348.2725
7856,0,5335.18652,15349.7598
7857,0,5336.34082,15351.2451
7858,0,5337.45264,15352.7246
7859,87,5338.52734,15354.2041
7860,217,5339.20947,15355.4697
7861,201,5339.36035,15356.2363
7862,201,5339.57373,15357.0693
7863,193,5339.78516,15357.9004
7864,184,5340.02588,15358.7627
7865,167,5340.2998,15359.6631
7866,148,5340.63574,15360.6309
7867,140,5341.03955,15361.6729
7868,146,5341.46729,15362.7441
7869,149,5341.86621,15363.791
7870,135,5342.24805,15364.8252
7871,137,5342.67383,15365.9102
7872,83,5343.08594,15366.9863
7873,21,5343.67773,15368.2441
7874,149,5344.46191,15369.6514
7875,226,5344.80615,15370.6768
7876,222,5344.89893,15371.3916
7877,220,5345.00391,15372.1211
7878,210,5345.11475,15372.8584
7879,172,5345.25684,15373.6348
7880,141,5345.51709,15374.5645
7881,126,5345.87061,15375.6133
7882,140,5346.26465,15376.7158
7883,151,5346.60938,15377.7656
7884,167,5346.91602,15378.7715
7885,184,5347.17188,15379.7148
7886,194,5347.37598,15380.5898
7887,204,5347.5498,15381.4229
7888,192,5347.69385,15382.2139
7889,169,5347.87061,15383.0537
7890,149,5348.10938,15383.9824
7891,126,5348.40039,15384.9883
7892,122,5348.74902,15386.0752
7893,132,5349.10303,15387.1777
7894,145,5349.42383,15388.2402
7895,145,5349.70605,15389.2559
7896,138,5349.98389,15390.2695
7897,170,5350.2749,15391.3066
7898,168,5350.48291,15392.2217
7899,152,5350.69336,15393.1436
7900,140,5350.93945,15394.125
7901,164,5351.20996,15395.1484
7902,175,5351.4209,15396.082
7903,157,5351.60449,15396.9727
7904,138,5351.82666,15397.9307
7905,130,5352.08789,15398.957
7906,123,5352.3623,15400.0088
7907,110,5352.64795,15401.085
7908,99,5352.95557,15402.2021
7909,102,5353.27979,15403.3516
7910,118,5353.59082,15404.4902
7911,122,5353.86328,15405.5742
7912,123,5354.12354,15406.6455
7913,125,5354.37646,15407.7109
7914,118,5354.62109,15408.7676
7915,115,5354.87451,15409.8467
7916,122,5355.12842,15410.9326
7917,126,5355.36523,15411.9951
7918,124,5355.59033,15413.041
7919,121,5355.81543,15414.0957
7920,122,5356.04102,15415.1562
7921,120,5356.26074,15416.2109
7922,132,5356.47998,15417.2715
7923,139,5356.67578,15418.29
7924,134,5356.85742,15419.2832
7925,132,5357.04395,15420.292
7926,138,5357.23047,15421.3076
7927,127,5357.40479,15422.2998
7928,125,5357.59229,15423.3271
7929,146,5357.77979,15424.3613
7930,155,5357.93408,15425.3213
7931,148,5358.07324,15426.2471
7932,138,5358.22021,15427.1973
7933,142,5358.37842,15428.1816
7934,150,5358.52832,15429.1484
7935,145,5358.66602,15430.0898
7936,151,5358.80811,15431.0449
7937,154,5358.94043,15431.9766
7938,141,5359.06689,15432.8965
7939,140,5359.20801,15433.8633
7940,146,5359.34766,15434.8301
7941,142,5359.47803,15435.7754
7942,136,5359.61133,15436.7324
7943,121,5359.74951,15437.71
7944,119,5359.90234,15438.7344
7945,125,5360.05469,15439.7637
7946,127,5360.19727,15440.7715
7947,136,5360.33545,15441.7725
7948,149,5360.46191,15442.7412
7949,156,5360.57227,15443.665
7950,164,5360.67383,15444.5625
7951,157,5360.76611,15445.4316
7952,139,5360.86426,15446.3232
7953,130,5360.979,15447.2764
7954,125,5361.10059,15448.2568
7955,145,5361.22461,15449.251
7956,154,5361.32812,15450.1797
7957,135,5361.42139,15451.0752
7958,150,5361.53076,15452.0352
7959,158,5361.62451,15452.9414
7960,145,5361.71045,15453.8203
7961,124,5361.80615,15454.7432
7962,145,5361.91846,15455.7295
7963,180,5362.01123,15456.6484
7964,169,5362.07373,15457.4453
7965,148,5362.14453,15458.2793
7966,157,5362.23145,15459.1836
7967,157,5362.30957,15460.0566
7968,145,5362.38672,15460.9287
7969,143,5362.47217,15461.8398
7970,174,5362.55811,15462.7578
7971,178,5362.61914,15463.5674
7972,160,5362.67676,15464.3623
7973,165,5362.74658,15465.2188
7974,168,5362.81201,15466.0557
7975,159,5362.87451,15466.8828
7976,164,5362.94238,15467.7383
7977,165,5363.00635,15468.5781
7978,157,5363.06836,15469.4102
7979,149,5363.13525,15470.2705
7980,152,5363.20654,15471.1553
7981,151,5363.2749,15472.0293
7982,139,5363.34277,15472.9043
7983,141,5363.41748,15473.8193
7984,144,5363.48975,15474.7256
7985,146,5363.55908,15475.6201
7986,150,5363.62646,15476.5088
7987,134,5363.68994,15477.3818
7988,120,5363.76221,15478.3047
7989,124,5363.8418,15479.2705
7990,135,5363.91699,15480.2197
7991,141,5363.98486,15481.1377
7992,143,5364.04834,15482.0322
7993,164,5364.10986,15482.9209
7994,155,5364.15869,15483.7383
7995,128,5364.21191,15484.585
7996,119,5364.27881,15485.5176
7997,133,5364.34912,15486.4746
7998,145,5364.41064,15487.3877
7999,157,5364.46533,15488.2617
8000,249,5364.51318,15489.0957
8001,215,5364.51611,15489.6182
8002,184,5364.53564,15490.2539
8003,162,5364.56982,15490.9961
8004,134,5364.61426,15491.8096
8005,112,5364.6709,15492.7129
8006,122,5364.73682,15493.6777
8007,168,5364.79688,15494.6143
8008,200,5364.83545,15495.4033
8009,195,5364.85938,15496.084
8010,149,5364.88525,15496.7793
8011,145,5364.93115,15497.6289
8012,250,5364.97803,15498.4883
8013,241,5364.97998,15499
8014,259,5364.98584,15499.5391
8015,281,5310.94873,15474.6289
8016,223,5258.03418,15429.6113
8017,155,5258.52051,15430.2783
8018,150,5260.03467,15431.1982
8019,150,5261.60303,15432.1348
8020,144,5263.14844,15433.0693
8021,153,5264.76025,15434.0244
8022,181,5266.21729,15434.9463
8023,213,5267.25928,15435.7656
8024,227,5267.84473,15436.4648
8025,180,5268.23291,15437.1123
8026,123,5269.26611,15437.9307
8027,96,5271.07129,15438.9492
8028,119,5273.20166,15440.0459
8029,157,5274.98779,15441.0742
8030,185,5276.24902,15441.9717
8031,217,5277.1377,15442.7676
8032,243,5277.61572,15443.4443
8033,237,5277.76562,15444.0264
8034,236,5277.99072,15444.6299
8035,208,5278.22705,15445.2354
8036,166,5278.81104,15445.9424
8037,140,5279.91064,15446.8027
8038,168,5281.31299,15447.751
8039,192,5282.35693,15448.6006
8040,190,5283.10303,15449.3623
8041,162,5283.86719,15450.1309
8042,149,5284.95166,15451
8043,148,5286.17041,15451.9121
8044,173,5287.38135,15452.8252
8045,204,5288.29736,15453.6514
8046,176,5288.85986,15454.3633
8047,161,5289.72656,15455.1768
8048,136,5290.74463,15456.041
8049,131,5292.01904,15456.9902
8050,152,5293.32373,15457.9531
8051,174,5294.38818,15458.8447
8052,168,5295.21387,15459.6592
8053,169,5296.08984,15460.4932
8054,169,5296.95801,15461.3281
8055,151,5297.8042,15462.1572
8056,145,5298.81445,15463.0459
8057,151,5299.87061,15463.9561
8058,176,5300.85107,15464.8428
8059,201,5301.58594,15465.6426
8060,239,5302.08252,15466.3525
8061,250,5302.22852,15466.9287
8062,244,5302.27393,15467.4678
8063,207,5302.37402,15468.0254
8064,185,5302.81104,15468.7119
8065,183,5303.44336,15469.4756
8066,212,5304.08594,15470.2432
8067,225,5304.46729,15470.9111
8068,199,5304.73145,15471.5312
8069,161,5305.22217,15472.2412
8070,148,5306.04004,15473.083
8071,31,5306.95801,15473.9668
8072,0,5308.85498,15475.1562
8073,0,5310.69287,15476.3438
8074,0,5312.71631,15477.5771
8075,0,5314.67041,15478.8096
8076,0,5316.55566,15480.04
8077,0,5318.37451,15481.2676
8078,0,5320.12891,15482.4932
8079,0,5321.82324,15483.7168
8080,175,5323.45605,15484.9375
8081,255,5323.9502,15485.7158
8082,218,5323.9502,15485.7158
8083,181,5324.17676,15486.3467
8084,172,5324.62646,15487.1025
8085,172,5325.125,15487.8877
8086,161,5325.61914,15488.6729
8087,152,5326.1709,15489.4922
8088,142,5326.76904,15490.3418
8089,130,5327.41504,15491.2217
8090,120,5328.11865,15492.1367
8091,159,5328.86523,15493.0801
8092,200,5329.38623,15493.9014
8093,182,5329.68066,15494.583
8094,147,5330.06934,15495.3262
8095,110,5330.6377,15496.1826
8096,109,5331.38867,15497.1475
8097,115,5332.13086,15498.1152
8098,119,5332.82666,15499.0625
8099,139,5333.49121,15499.999
8100,169,5334.0459,15500.873
8101,152,5334.45166,15501.6514
8102,135,5334.93115,15502.4834
8103,152,5335.48145,15503.3662
8104,138,5335.94629,15504.1953
8105,135,5336.4668,15505.0674
8106,153,5336.99219,15505.9473
8107,176,5337.43164,15506.7705
8108,176,5337.76611,15507.5166
8109,167,5338.09814,15508.2646
8110,148,5338.46338,15509.0391
8111,144,5338.90186,15509.8721
8112,165,5339.3501,15510.7178
8113,170,5339.7085,15511.4971
8114,167,5340.04199,15512.2568
8115,152,5340.38379,15513.0273
8116,155,5340.77832,15513.8428
8117,18,5341.15625,15514.6484
8118,0,5342.04053,15515.7822
8119,0,5342.95947,15516.9395
8120,0,5343.84521,15518.0938
8121,0,5344.70068,15519.2461
8122,0,5345.52637,15520.3975
8123,0,5346.32129,15521.5449
8124,0,5347.08984,15522.6924
8125,0,5347.82959,15523.835
8126,0,5348.54492,15524.9775
8127,298,5349.23389,15526.1172
8128,281,5264.35059,15487.0234
8129,258,5208.25391,15439.3184
8130,222,5172.59521,15397.2266
8131,183,5173.48486,15397.9297
8132,157,5175.41943,15398.7861
8133,140,5178.02637,15399.7412
8134,139,5181.04736,15400.7588
8135,143,5184.04346,15401.7773
8136,156,5186.88721,15402.7793
8137,144,5189.36426,15403.7324
8138,135,5192.10645,15404.7295
8139,147,5195.02002,15405.7559
8140,168,5197.604,15406.7393
8141,180,5199.65039,15407.6416
8142,176,5201.39502,15408.498
8143,179,5203.21582,15409.3691
8144,199,5204.94678,15410.2266
8145,190,5206.20752,15411.0059
8146,182,5207.6626,15411.8203
8147,179,5209.27881,15412.6631
8148,159,5210.94629,15413.5166
8149,148,5213.03223,15414.4453
8150,145,5215.32422,15415.4121
8151,166,5217.646,15416.3887
8152,170,5219.49609,15417.2871
8153,164,5221.24121,15418.1689
8154,158,5223.08594,15419.0713
8155,163,5225.0293,15419.9951
8156,157,5226.84961,15420.9004
8157,171,5228.76025,15421.8252
8158,182,5230.37891,15422.6982
8159,204,5231.76514,15423.5264
8160,223,5232.72705,15424.2725
8161,212,5233.32617,15424.9463
8162,179,5234.12646,15425.6592
8163,173,5235.53223,15426.4961
8164,153,5237.0376,15427.3564
8165,135,5238.8833,15428.2861
8166,176,5241.02832,15429.2793
8167,197,5242.41455,15430.123
8168,194,5243.42188,15430.8877
8169,169,5244.47314,15431.6631
8170,157,5245.94287,15432.5303
8171,195,5247.59912,15433.4404
8172,243,5248.59668,15434.207
8173,259,5248.79492,15434.7979
8174,229,5200.8833,15412.6748
8175,185,5201.48389,15413.3369
8176,155,5203.09521,15414.167
8177,162,5205.37451,15415.1084
8178,194,5207.46533,15416.0234
8179,206,5208.81787,15416.8154
8180,183,5209.89746,15417.5615
8181,134,5211.47119,15418.3945
8182,123,5214.08447,15419.4033
8183,125,5216.89893,15420.4512
8184,4,5219.61475,15421.4893
8185,0,5224.75977,15422.8242
8186,0,5229.81055,15424.1641
8187,0,5234.67871,15425.5
8188,0,5239.38037,15426.835
8189,0,5243.9165,15428.167
8190,0,5248.29297,15429.4971
8191,0,5252.52344,15430.8271
8192,184,5256.59277,15432.1504
8193,274,5257.68701,15432.9619
8194,281,5195.99951,15403.5352
8195,243,5144.88965,15359.3584
8196,194,5145.25928,15360.0156
8197,159,5147.13086,15360.8721
8198,142,5150.05469,15361.8711
8199,134,5153.45117,15362.9346
8200,158,5157.03125,15364.0264
8201,192,5159.85352,15365.0244
8202,224,5161.66211,15365.8838
8203,519,5162.54443,15366.6104
8204,466,4910.16797,15291.3584
8205,196,4754.65967,15174.4639
8206,283,4759.60938,15175.5244
8207,266,4719.98926,15128.4912
8208,199,4692.69336,15088.498
8209,148,4697.84619,15089.6396
8210,150,4707.61768,15091.0615
8211,151,4717.06689,15092.4707
8212,176,4726.30225,15093.874
8213,198,4733.21143,15095.1387
8214,222,4738.1333,15096.2754
8215,213,4740.97217,15097.2812
8216,217,4744.56201,15098.334
8217,198,4747.79443,15099.3643
8218,144,4752.60889,15100.498
8219,178,4761.92139,15101.9258
8220,229,4768.28418,15103.1689
8221,223,4770.41016,15104.127
8222,233,4773.01758,15105.1172
8223,243,4774.80078,15106.0508
8224,270,4775.77246,15106.9316
8225,268,4734.51416,15084.3916
